MAL_ID,Name,Score,Genres,English name,Type,Episodes,Aired,Status,Premiered,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,6.54,Music,Unknown,Music,1,14-Sep-11,Incomplete,Unknown,Unknown,Unknown,Manglobe,Unknown,PG-13 - Teens 13 or older,5677,5155
11595,Perman (1983),6.41,"Kids, Comedy, Super Power, School",Superkid (1983),TV,526,"Apr 4, 1983 to Jul 2, 1985",Completed,Spring 1983,"TV Asahi, Asatsu DK",Unknown,Shin-Ei Animation,Unknown,PG - Children,6341,8753
11597,Nisemonogatari,8.18,"Mystery, Comedy, Supernatural, Ecchi",Nisemonogatari,TV,11,"Jan 8, 2012 to Mar 18, 2012",Completed,Winter 2012,"Aniplex, Kodansha, Rakuonsha",Aniplex of America,Shaft,Light novel,R - 17+ (violence & profanity),325,195
11615,Morita-san wa Mukuchi. 2,6.68,"Comedy, School, Slice of Life",Unknown,TV,13,"Oct 5, 2011 to Dec 28, 2011",Completed,Fall 2011,"DAX Production, Takeshobo",Unknown,Seven,4-koma manga,PG-13 - Teens 13 or older,5009,4598
11617,High School DxD,7.4,"Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD,TV,12,"Jan 6, 2012 to Mar 23, 2012",Completed,Winter 2012,"Genco, Lantis, AT-X, PRA, Showgate, Atelier Musa, Fujimi Shobo",Funimation,TNK,Light novel,R+ - Mild Nudity,1900,68
11633,Blood Lad,7.33,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",Blood Lad,TV,10,"Jul 8, 2013 to Sep 9, 2013",Completed,Summer 2013,"Kadokawa Shoten, KlockWorx, flying DOG",VIZ Media,Brain's Base,Manga,PG-13 - Teens 13 or older,2207,217
11635,Sacred Seven: Shirogane no Tsubasa,6.68,"Action, School, Sci-Fi, Super Power",Sacred Seven:Wings of the Silver Moon,Movie,1,7-Jan-12,Incomplete,Unknown,Unknown,Unknown,Sunrise,Original,PG-13 - Teens 13 or older,5020,6165
11659,Pink Mizu Dorobou Ame Dorobou,5.58,"Action, Comedy, Fantasy, Shounen",Pink:Water Thieves Rain Thieves,Movie,1,7-Jul-90,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,9493,10081
11661,Robo to Shoujo (Kari),5.57,"Action, Comedy, Mecha, Sci-Fi",Unknown,ONA,9,"Jun 16, 2010 to Jun 19, 2011",Completed,Unknown,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,9492,9290
11663,Hakuouki OVA,7.45,"Action, Historical, Supernatural, Drama, Samurai",Unknown,OVA,2,"Mar, 2011",Incomplete,Unknown,Unknown,Unknown,Studio Deen,Visual novel,PG-13 - Teens 13 or older,1744,4571
11665,Natsume Yuujinchou Shi,8.67,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends Season 4,TV,13,"Jan 3, 2012 to Mar 27, 2012",Completed,Winter 2012,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,PG-13 - Teens 13 or older,47,774
11679,Chainsaw Maid,4.96,"Comedy, Horror, Supernatural, Thriller",Chainsaw Maid,ONA,1,8-Dec-07,Incomplete,Unknown,Pony Canyon,Unknown,Unknown,Original,R - 17+ (violence & profanity),10615,6501
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.55,"Adventure, Drama, Historical, Mystery, Supernatural",Unknown,OVA,1,1992,Incomplete,Unknown,Unknown,Unknown,Madhouse,Novel,G - All Ages,5614,10137
11687,Pussycat,4.18,"Fantasy, Horror",Unknown,ONA,1,8-Dec-08,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,R - 17+ (violence & profanity),10968,6968
11689,CCW: Crazy Clay Wrestling,3.52,Sports,Unknown,ONA,1,8-Dec-07,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,11012,8750
11691,Bloody Date,4.19,Horror,Unknown,ONA,1,2006,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,R - 17+ (violence & profanity),10966,7509
11693,Match Uri no Shoujo,6.03,"Drama, Kids",The Little Match Girl,Movie,1,12-Dec-71,Incomplete,Unknown,Gakken Eigakyoku,Unknown,Toei Animation,Book,G - All Ages,8120,11993
11697,Area no Kishi,7.22,"Comedy, School, Shounen, Sports",The Knight in the Area,TV,37,"Jan 7, 2012 to Sep 29, 2012",Completed,Winter 2012,"TV Asahi, Imagine",Unknown,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,2671,2005
11699,Yurumates wa?,6.28,"Comedy, Seinen, Slice of Life",Unknown,OVA,1,24-Jun-11,Incomplete,Unknown,"Indeprox, Takeshobo, indigo line",Unknown,Unknown,4-koma manga,PG-13 - Teens 13 or older,6982,8477
11701,Another: The Other - Inga,7.32,"Horror, Mystery, Thriller",Another:The Other,OVA,1,26-May-12,Incomplete,Unknown,Unknown,Unknown,P.A. Works,Novel,R - 17+ (violence & profanity),2232,966
11703,Code:Breaker,6.8,"Action, Comedy, Super Power, Supernatural, School, Shounen",Code:Breaker,TV,13,"Oct 7, 2012 to Dec 23, 2012",Completed,Fall 2012,"Bandai Visual, Lantis, Kodansha, Memory-Tech, Bushiroad",Funimation,Kinema Citrus,Manga,R - 17+ (violence & profanity),4440,568
11705,Dragon Age: Blood Mage no Seisen,6.11,"Action, Fantasy",Dragon Age:Dawn of the Seeker,Movie,1,11-Feb-12,Incomplete,Unknown,Unknown,Funimation,Oxybot,Game,R - 17+ (violence & profanity),7738,5165
11715,Kamisama Dolls Specials,5.93,Comedy,Unknown,Special,6,"Sep 21, 2011 to Feb 22, 2012",Completed,Unknown,Unknown,Sentai Filmworks,Brain's Base,Manga,PG-13 - Teens 13 or older,8447,5913
11717,Hoshi no Kirby: Pilot,5.69,"Adventure, Comedy, Parody, Fantasy",Unknown,Special,1,2000,Incomplete,Unknown,CBC,Unknown,Unknown,Game,G - All Ages,9178,9247
11729,Space Neko Theater,5.33,Comedy,Space Neko Theater,ONA,1,9-Dec-08,Incomplete,Unknown,Space Neko Company,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,10088,10812
11735,Coluboccoro,5.64,"Sci-Fi, Fantasy",Unknown,OVA,1,2007,Incomplete,Unknown,Unknown,Unknown,Kenji Studio,Original,G - All Ages,9323,9080
11737,Ao no Exorcist Movie,7.64,"Action, Demons, Fantasy, Shounen, Supernatural",Blue Exorcist The Movie,Movie,1,28-Dec-12,Incomplete,Unknown,"Aniplex, Shueisha",Aniplex of America,A-1 Pictures,Manga,PG-13 - Teens 13 or older,1168,688
11739,Kimi to Boku. 2,7.98,"Comedy, Drama, Romance, School, Shounen, Slice of Life",You and Me 2,TV,13,"Apr 3, 2012 to Jun 26, 2012",Completed,Spring 2012,"TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",Unknown,J.C.Staff,Manga,PG-13 - Teens 13 or older,564,1779
11741,Fate/Zero 2nd Season,8.59,"Action, Supernatural, Magic, Fantasy",Fate/Zero Season 2,TV,12,"Apr 8, 2012 to Jun 24, 2012",Completed,Spring 2012,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,R - 17+ (violence & profanity),71,105
11743,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.5,"Action, Magic, Sci-Fi, Super Power",A Certain Magical Index the Movie:The Miracle of Endymion,Movie,1,23-Feb-13,Incomplete,Unknown,"Geneon Universal Entertainment, Square Enix, AT-X, Warner Bros. Japan, ASCII Media Works",Funimation,J.C.Staff,Original,R - 17+ (violence & profanity),1572,1352
11751,Senki Zesshou Symphogear,7.03,"Action, Sci-Fi, Music",Symphogear,TV,13,"Jan 6, 2012 to Mar 30, 2012",Completed,Winter 2012,"Aniplex, Memory-Tech, Dwango, Bushiroad, Good Smile Company, King Records, Kinyosha",Discotek Media,"Satelight, Encourage Films",Original,PG-13 - Teens 13 or older,3542,1454
11755,009 Re:Cyborg,6.53,"Action, Adventure, Mecha, Sci-Fi",Unknown,Movie,1,27-Oct-12,Incomplete,Unknown,"Nippon Television Network, Ishimori Pro","Funimation, NYAV Post","Production I.G, SANZIGEN",Manga,PG-13 - Teens 13 or older,5725,4284
11757,Sword Art Online,7.25,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online,TV,25,"Jul 8, 2012 to Dec 23, 2012",Completed,Summer 2012,"Aniplex, Genco, DAX Production, ASCII Media Works, Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,2584,4
11759,Accel World,7.32,"Action, Game, Sci-Fi, Romance, School",Accel World,TV,24,"Apr 7, 2012 to Sep 22, 2012",Completed,Spring 2012,"Genco, Rakuonsha, Warner Bros. Japan, flying DOG, ASCII Media Works",VIZ Media,Sunrise,Light novel,PG-13 - Teens 13 or older,2228,178
11761,Medaka Box,7.07,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",Medaka Box,TV,12,"Apr 5, 2012 to Jun 21, 2012",Completed,Spring 2012,"TV Tokyo, Lantis, Media Factory, Hakoniwa Academy Student Council",Sentai Filmworks,"Gainax, Asahi Production",Manga,PG-13 - Teens 13 or older,3367,723
11763,Sekai de Ichiban Tsuyoku Naritai!,5.81,"Action, Ecchi, Sports",Wanna Be the Strongest in the World,TV,12,"Oct 6, 2013 to Dec 22, 2013",Completed,Fall 2013,"Movic, Earth Star Entertainment",Funimation,Arms,Manga,R+ - Mild Nudity,8807,2449
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.2,"Comedy, Ecchi, School, Seinen, Shoujo Ai",Unknown,TV,12,"Jan 24, 2012 to Mar 27, 2012",Completed,Winter 2012,"Lantis, Cammot",Unknown,LMD,Manga,R+ - Mild Nudity,7329,3183
11771,Kuroko no Basket,8.15,"Comedy, School, Shounen, Sports",Kuroko's Basketball,TV,25,"Apr 8, 2012 to Sep 22, 2012",Completed,Spring 2012,"Bandai Visual, Lantis, Nihon Ad Systems, Mainichi Broadcasting System, Banpresto, Shueisha, BS11",Unknown,Production I.G,Manga,PG-13 - Teens 13 or older,367,104
11773,To Heart 2: Dungeon Travelers,6.3,"Adventure, Comedy, Ecchi, Fantasy, Magic, Seinen",Unknown,OVA,2,"Feb 22, 2012 to Jul 25, 2012",Completed,Unknown,Chaos Project,Unknown,Unknown,Game,PG-13 - Teens 13 or older,6905,7205
11783,Dog Days',7.09,"Action, Adventure, Magic, Fantasy",Unknown,TV,13,"Jul 7, 2012 to Sep 29, 2012",Completed,Summer 2012,"Aniplex, Good Smile Company",Unknown,Seven Arcs,Original,PG-13 - Teens 13 or older,3248,1544
11785,Haiyore! Nyaruko-san,7.07,"Sci-Fi, Comedy, Parody",Nyaruko:Crawling With Love!,TV,12,"Apr 10, 2012 to Jun 26, 2012",Completed,Spring 2012,"TV Tokyo, Avex Entertainment, Sotsu, KlockWorx, Cospa, SoftBank Creative, Studio Mausu, Bulls Eye","NIS America, Inc.",Xebec,Light novel,PG-13 - Teens 13 or older,3333,496
11787,Toriko: Barbarian Ivy wo Hokaku Seyo!,6.65,"Action, Super Power, Adventure, Comedy, Shounen",Unknown,Special,1,23-Oct-10,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,5133,8095
11789,Wish Me Mell,5.55,"Kids, Magic, Fantasy",Unknown,ONA,3,"Jun 5, 2011 to Jul 20, 2012",Completed,Unknown,Sanrio,Unknown,Unknown,Other,G - All Ages,9553,12723
11791,Sore Ike! Anpanman: Ruby no Negai,6.04,"Comedy, Kids, Magic",Unknown,Movie,1,12-Jul-03,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,PG - Children,8081,12896
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.41,"Comedy, Drama, Slice of Life",Unknown,Special,1,27-Jun-12,Incomplete,Unknown,Unknown,Unknown,TYO Animations,Original,G - All Ages,1868,5413
11795,Forsaken,5.78,"Music, Vampire",Unknown,Music,1,26-Jan-08,Incomplete,Unknown,Unknown,Unknown,Gonzo,Music,PG-13 - Teens 13 or older,8901,10313
11799,Midori no Neko,5.44,Mystery,The Green Cat,OVA,1,1-Oct-83,Incomplete,Unknown,Unknown,Unknown,Tezuka Productions,Manga,G - All Ages,9844,10237
11809,gdgd Fairies,6.8,Comedy,Unknown,TV,12,"Oct 13, 2011 to Dec 29, 2011",Completed,Fall 2011,"Strawberry Meets Pictures, Bouncy",Unknown,Unknown,Original,G - All Ages,4444,6882
11813,Shijou Saikyou no Deshi Kenichi OVA,7.93,"Action, Martial Arts, Comedy, School, Shounen",KenIchi:The Mightiest Disciple OVA,OVA,11,"Mar 14, 2012 to May 16, 2014",Completed,Unknown,Unknown,Unknown,Brain's Base,Manga,R+ - Mild Nudity,634,2334
11829,Manga Mitokoumon,6.49,Historical,Unknown,TV,46,"Sep 3, 1981 to Jul 15, 1981",Completed,Summer 1981,Knack Animation,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,5975,12030
11835,Qin Shi Ming Yue: Zhu Zi Bai Jia,7.03,"Action, Historical, Martial Arts, Fantasy",Qin's Moon:Hundred Schools of Thought,TV,34,"Jun 10, 2010 to 2011",Completed,Unknown,Unknown,Unknown,Sparkly Key Animation Studio,Novel,PG-13 - Teens 13 or older,3519,10274
11837,Zetman,6.89,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",Zetman,TV,13,"Apr 3, 2012 to Jun 26, 2012",Completed,Spring 2012,"TV Asahi, Asatsu DK, YTV, Toho, Sakura Create, TMS Music","VIZ Media, NYAV Post",TMS Entertainment,Manga,R+ - Mild Nudity,4096,1295
11841,Qin Shi Ming Yue: Ye Jin Tianming,6.81,"Action, Historical, Martial Arts, Fantasy",Qin's Moon:Night Ends - Daylight,TV,18,"Jul 17, 2008 to 2008",Completed,Unknown,Unknown,Unknown,Sparkly Key Animation Studio,Novel,PG-13 - Teens 13 or older,4408,10384
11843,Danshi Koukousei no Nichijou,8.28,"Slice of Life, Comedy, School",Daily Lives of High School Boys,TV,12,"Jan 10, 2012 to Mar 27, 2012",Completed,Winter 2012,"TV Tokyo, Square Enix, Trinity Sound, Happinet Pictures","NIS America, Inc.",Sunrise,Web manga,PG-13 - Teens 13 or older,238,180
11853,Pokemon: Pikachu no Summer Bridge Story,6.23,"Adventure, Comedy, Fantasy, Kids",Pokemon:Pikachu's Summer Bridge Story,Special,1,1-Aug-11,Incomplete,Unknown,Unknown,Unknown,OLM,Unknown,PG - Children,7190,6860
11859,Queen's Blade: Rebellion,6.32,"Action, Adventure, Ecchi, Fantasy",Unknown,TV,12,"Apr 3, 2012 to Jun 19, 2012",Completed,Spring 2012,"Genco, Media Factory, AT-X, Hobby Japan","Sentai Filmworks, NYAV Post",Arms,Other,R+ - Mild Nudity,6799,2740
11867,Cipher,4.72,"Drama, Music",Cipher,OVA,1,3-Mar-89,Incomplete,Unknown,Victor Entertainment,Unknown,Magic Bus,Manga,PG-13 - Teens 13 or older,10802,5351
11869,Bloody Night,3.91,"Horror, Psychological, Supernatural, Thriller",Unknown,ONA,1,21-May-06,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,R - 17+ (violence & profanity),11012,8288
11873,Oraa Guzura Dado (1987),6.19,"Comedy, Kids",Unknown,TV,44,"Oct 2, 1987 to Sep 20, 1988",Completed,Fall 1987,Unknown,Unknown,Tatsunoko Production,Unknown,PG - Children,7382,12303
11883,Nendo no Tatakai 2,3.26,"Action, Comedy",Unknown,ONA,1,21-Jan-04,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,11055,9002
11887,Kokoro Connect,7.82,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",Kokoro Connect,TV,13,"Jul 8, 2012 to Sep 30, 2012",Completed,Summer 2012,"Starchild Records, Enterbrain",Sentai Filmworks,SILVER LINK.,Light novel,PG-13 - Teens 13 or older,793,161
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,7.47,"Music, Comedy, Drama",Unknown,Special,1,28-Jun-12,Incomplete,Unknown,Aniplex,Unknown,A-1 Pictures,Game,PG-13 - Teens 13 or older,1665,3672
11897,Nendo no Tatakai,3.23,"Action, Comedy",Unknown,ONA,1,28-Jan-04,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,PG - Children,11050,8527
11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.74,"Comedy, Shoujo",Unknown,Special,51,"Jul 22, 2011 to Jun 22, 2012",Completed,Unknown,Unknown,Unknown,Tatsunoko Production,Game,PG - Children,4706,8430
11915,Within the Bloody Woods,3.39,Horror,Unknown,ONA,2,"May 22, 2006 to Aug 5, 2006",Completed,Unknown,Unknown,Unknown,Unknown,Original,R - 17+ (violence & profanity),11025,8731
11917,Major: World Series,8.35,"Comedy, Drama, Shounen, Sports",Unknown,OVA,2,"Dec 16, 2011 to Jan 18, 2012",Completed,Unknown,Unknown,Unknown,SynergySP,Manga,PG-13 - Teens 13 or older,188,2992
11919,Zoku Attacker You! Kin Medal e no Michi,6.11,"Sports, Romance",Unknown,TV,52,2008,Incomplete,Unknown,Knack Productions,Unknown,Unknown,Unknown,G - All Ages,7758,10826
11933,Oda Nobuna no Yabou,7.46,"Comedy, Historical, Romance",The Ambition of Oda Nobuna,TV,12,"Jul 9, 2012 to Sep 24, 2012",Completed,Summer 2012,"Pony Canyon, AT-X, KlockWorx, SoftBank Creative",Sentai Filmworks,"Madhouse, Studio Gokumi",Light novel,PG-13 - Teens 13 or older,1703,599
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,"Psychological, Drama, Magic, Thriller",Puella Magi Madoka Magica the Movie Part 1:Beginnings,Movie,1,6-Oct-12,Incomplete,Unknown,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,PG-13 - Teens 13 or older,282,927
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"Drama, Magic, Psychological, Thriller",Puella Magi Madoka Magica the Movie Part 2:Eternal,Movie,1,13-Oct-12,Incomplete,Unknown,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,PG-13 - Teens 13 or older,162,912
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.44,"Mystery, Psychological, Drama, Magic, Thriller",Puella Magi Madoka Magica the Movie:Rebellion,Movie,1,26-Oct-13,Incomplete,Unknown,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,PG-13 - Teens 13 or older,133,490
12001,One Piece 3D: Gekisou! Trap Coaster,7.02,"Action, Adventure, Fantasy, Comedy, Shounen",Unknown,Movie,1,1-Dec-11,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,3575,3891
12005,What's Michael?,5.82,Comedy,Unknown,OVA,1,25-Nov-85,Incomplete,Unknown,Kitty Films,Unknown,Unknown,Manga,PG-13 - Teens 13 or older,8780,11009
12015,Tiger & Bunny Movie 1: The Beginning,7.44,"Action, Super Power, Comedy, Mystery",Tiger & Bunny Movie 1,Movie,1,22-Sep-12,Incomplete,Unknown,Tohokushinsha Film Corporation,VIZ Media,Sunrise,Original,PG-13 - Teens 13 or older,1788,3617
12017,Tiger & Bunny Movie 2: The Rising,7.81,"Action, Mystery, Comedy, Super Power",Tiger & Bunny:The Rising,Movie,1,8-Feb-14,Incomplete,Unknown,Unknown,VIZ Media,Sunrise,Original,PG-13 - Teens 13 or older,815,3372
12021,Poyopoyo Kansatsu Nikki,7.68,"Slice of Life, Comedy, Seinen",Poyopoyo,TV,52,"Jan 8, 2012 to Dec 30, 2012",Completed,Winter 2012,"DAX Production, Dream Creation, Möbius Tone",Unknown,Studio Deen,4-koma manga,PG - Children,1088,3767
12027,Anne no Nikki: Anne Frank Monogatari,6.2,"Drama, Historical",Unknown,Special,1,28-Sep-79,Incomplete,Unknown,Unknown,Unknown,Nippon Animation,Unknown,Unknown,7316,11085
12029,Uchuu Senkan Yamato 2199,8.37,"Action, Military, Sci-Fi, Space, Drama",Star Blazers:Space Battleship Yamato 2199,OVA,26,"May 25, 2012 to Oct 25, 2013",Completed,Unknown,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment",Funimation,"Xebec, AIC",Original,PG-13 - Teens 13 or older,172,1492
12031,Kingdom,8.04,"Action, Historical, Military, Seinen",Kingdom,TV,38,"Jun 4, 2012 to Feb 25, 2013",Completed,Summer 2012,NHK,Funimation,Studio Pierrot,Manga,R - 17+ (violence & profanity),490,1102
12035,Dwaeji-ui Wang,6.8,"Psychological, Drama, Thriller, Seinen",Unknown,Movie,1,3-Nov-11,Incomplete,Unknown,Studio Dadashow,Unknown,Unknown,Unknown,R - 17+ (violence & profanity),4425,6360
12037,What's Michael? 2,6.05,Comedy,Unknown,OVA,1,25-Jul-88,Incomplete,Unknown,Unknown,Unknown,"J.C.Staff, Kitty Films",Manga,G - All Ages,8012,12521
12049,Fairy Tail Movie 1: Houou no Miko,7.41,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Unknown,Movie,1,18-Aug-12,Incomplete,Unknown,"TV Tokyo, Dentsu",Funimation,"Satelight, A-1 Pictures",Manga,PG-13 - Teens 13 or older,1881,898
12053,Mardock Scramble: The Third Exhaust,7.45,"Action, Psychological, Sci-Fi",Mardock Scramble:The Third Exhaust,Movie,1,29-Sep-12,Incomplete,Unknown,"Aniplex, Starchild Records",Sentai Filmworks,GoHands,Novel,R+ - Mild Nudity,1753,2902
12065,Queen's Blade OVA Specials,6.09,"Action, Adventure, Ecchi, Fantasy",Unknown,Special,2,"Oct 29, 2011 to Jan 28, 2012",Completed,Unknown,"Genco, Media Factory, Hobby Japan",Unknown,Arms,Other,R+ - Mild Nudity,7827,5172
12067,Rurouni Kenshin Special,7.34,"Action, Historical, Romance, Samurai, Shounen",Samurai X Special,Special,1,2-Dec-98,Incomplete,Unknown,"SME Visual Works, Fuji TV",Media Blasters,Studio Deen,Manga,PG-13 - Teens 13 or older,2175,4054
12069,Hajime no Ippo: Boxer no Kobushi,8.11,"Comedy, Drama, Shounen, Sports",Fighting Spirit Special,Special,1,21-Mar-03,Incomplete,Unknown,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,PG-13 - Teens 13 or older,398,2582
12079,Black★Rock Shooter,7.06,"Action, Music",Unknown,Music,1,13-Jun-08,Incomplete,Unknown,Unknown,Unknown,Unknown,Other,PG-13 - Teens 13 or older,3381,1995
12101,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,5.76,"Magic, Music",Unknown,Music,1,29-Jun-01,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8970,8000
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.92,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Berserk:The Golden Age Arc II - The Battle for Doldrey,Movie,1,23-Jun-12,Incomplete,Unknown,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment","VIZ Media, NYAV Post",Studio 4°C,Manga,R+ - Mild Nudity,648,980
12115,Berserk: Ougon Jidai-hen III - Kourin,8.21,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Berserk:The Golden Age Arc III - The Advent,Movie,1,1-Feb-13,Incomplete,Unknown,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment","VIZ Media, NYAV Post",Studio 4°C,Manga,R+ - Mild Nudity,297,942
12117,Detective Conan Movie 16: The Eleventh Striker,7.74,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Unknown,Movie,1,14-Apr-12,Incomplete,Unknown,Unknown,Unknown,TMS Entertainment,Manga,G - All Ages,931,2884
12119,Natsu-iro Kiseki,7.02,"School, Slice of Life, Supernatural",Unknown,TV,12,"Apr 6, 2012 to Jun 29, 2012",Completed,Spring 2012,"Aniplex, Lantis, Mainichi Broadcasting System, Atelier Musa, Music Ray'n",Unknown,Sunrise,Original,PG-13 - Teens 13 or older,3575,2619
12121,Towa no Kizuna,6.08,Music,Unknown,Music,1,19-Oct-11,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,7903,7239
12123,Yurumates 3D,6.3,"Slice of Life, Comedy, Seinen",Unknown,TV,13,"Apr 3, 2012 to Jun 26, 2012",Completed,Spring 2012,"DAX Production, Takeshobo, Right Gauge, Dwango Music Entertainment",Unknown,C2C,4-koma manga,PG-13 - Teens 13 or older,6923,5583
12131,30-sai no Hoken Taiiku Specials,6.19,"Parody, Romance, Ecchi, Seinen",Unknown,Special,3,"Jul 22, 2011 to Sep 23, 2011",Completed,Unknown,Unknown,Unknown,Gathering,Unknown,R+ - Mild Nudity,7399,6252
12133,Sekaikei Sekai Ron,5.8,"Sci-Fi, Psychological",Unknown,OVA,1,2009,Incomplete,Unknown,Unknown,Sentai Filmworks,Unknown,Unknown,G - All Ages,8845,10539
12135,Ra/Radio Noise*Planet,5.84,"Adventure, Psychological, Sci-Fi",Unknown,OVA,1,"Jan, 2010",Incomplete,Unknown,Unknown,Sentai Filmworks,Unknown,Original,PG-13 - Teens 13 or older,8703,10787
12137,Robotica*Robotics,6.87,"Psychological, Sci-Fi, Shounen Ai, Slice of Life",Unknown,OVA,1,"Aug, 2010",Incomplete,Unknown,Unknown,Sentai Filmworks,CoMix Wave Films,Original,PG-13 - Teens 13 or older,4170,4506
12141,Kaze no Matasaburou,5.79,"Slice of Life, Kids, Fantasy",Unknown,OVA,1,20-Aug-88,Incomplete,Unknown,Konami,Unknown,Madhouse,Novel,G - All Ages,8898,10631
12145,Backkom,5.84,"Comedy, Kids",Bernard,TV,52,2005,Incomplete,Unknown,Unknown,Unknown,RG Animation Studios,Original,G - All Ages,8712,9651
12149,AKB0048,7.39,"Music, Sci-Fi",AKB0048,TV,13,"Apr 29, 2012 to Jul 22, 2012",Completed,Spring 2012,"Starchild Records, Magic Capsule, GANSIS",Sentai Filmworks,Satelight,Original,PG-13 - Teens 13 or older,1940,2141
12157,Busou Chuugakusei: Basket Army,5.74,"Action, Military",Unknown,ONA,5,"Dec 22, 2011 to Dec 20, 2012",Completed,Unknown,"Enterbrain, StudioRF Inc.",Unknown,Asread,Manga,PG-13 - Teens 13 or older,9023,6012
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,6.36,"Drama, Sci-Fi",Unknown,Movie,1,14-Jul-07,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,6606,11012
12175,Koi to Senkyo to Chocolate,7.09,"Drama, Romance, School","Love, Election and Chocolate",TV,12,"Jul 6, 2012 to Sep 28, 2012",Completed,Summer 2012,"Aniplex, Lantis, TBS, Magic Capsule",Sentai Filmworks,AIC Build,Visual novel,PG-13 - Teens 13 or older,3249,812
12187,Carnival Phantasm EX Season,7.48,"Comedy, Supernatural",Unknown,OVA,1,26-Nov-11,Incomplete,Unknown,Notes,Unknown,Lerche,Manga,PG-13 - Teens 13 or older,1626,2569
12189,Hyouka,8.14,"Mystery, School, Slice of Life",Hyouka,TV,22,"Apr 23, 2012 to Sep 17, 2012",Completed,Spring 2012,"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Funimation,Kyoto Animation,Novel,PG-13 - Teens 13 or older,374,81
12191,Smile Precure!,6.74,"Action, Magic, Fantasy, Shoujo",Glitter Force,TV,48,"Feb 5, 2012 to Jan 27, 2013",Completed,Winter 2012,Saban Brands,Unknown,Toei Animation,Original,G - All Ages,4731,3128
